x,y
0.0,0.08265013822888626
0.10101010101010101,0.1742587800774173
0.20202020202020202,0.17808162218396487
0.30303030303030304,0.20210140381013353
0.40404040404040403,0.4311828036143255
0.5050505050505051,0.527959174157956
0.6060606060606061,0.5660869415957707
0.7070707070707071,0.5980679857193534
0.8080808080808081,0.6390873691433785
0.9090909090909091,0.7774040372817028
1.0101010101010102,0.8459852014375273
1.1111111111111112,0.9959918336395157
1.2121212121212122,1.0006525821282648
1.3131313131313131,1.0072319939022887
1.4141414141414141,0.9245704804806734
1.5151515151515151,0.9223592337614233
1.6161616161616161,1.0628743928911406
1.7171717171717171,0.9635276904290494
1.8181818181818181,0.9243092462643504
1.9191919191919191,1.0357952451373784
2.0202020202020203,0.9331171091200241
2.121212121212121,0.7866450409211607
2.2222222222222223,0.8361184653550502
2.323232323232323,0.6948010221198608
2.4242424242424243,0.5928123662022716
2.525252525252525,0.5166196745717482
2.6262626262626263,0.49342193560884223
2.727272727272727,0.44241580734443514
2.8282828282828283,0.21195762488189945
2.929292929292929,0.24322828952141692
3.0303030303030303,0.14878701329368704
3.131313131313131,0.07113432219159199
3.2323232323232323,-0.054266839750954546
3.3333333333333335,-0.17116455642869766
3.4343434343434343,-0.31827789863991024
3.5353535353535355,-0.3863370535926255
3.6363636363636362,-0.4743497158457876
3.7373737373737375,-0.5250152328271489
3.8383838383838382,-0.7396919798300409
3.9393939393939394,-0.6625823165289242
4.040404040404041,-0.7436361419447841
4.141414141414141,-0.8787316918734125
4.242424242424242,-0.8160355085655273
4.343434343434343,-0.8505128870502243
4.444444444444445,-0.8879146185602819
4.545454545454545,-0.8980351403500728
4.646464646464646,-0.9488238685065142
4.747474747474747,-0.901823273329044
4.848484848484849,-1.0261164990695704
4.94949494949495,-1.0173012685820213
5.05050505050505,-1.0360865134025585
5.151515151515151,-0.8638488889489502
5.252525252525253,-0.8796407776433719
5.353535353535354,-0.7631081488991838
5.454545454545454,-0.7676462854696808
5.555555555555555,-0.6986795397633709
5.656565656565657,-0.5009112288429007
5.757575757575758,-0.5230944925425473
5.858585858585858,-0.48929809105518096
5.959595959595959,-0.3935151060724019
6.0606060606060606,-0.1982583671894724
6.161616161616162,-0.038822335774334985
6.262626262626262,-0.10453821495187957
6.363636363636363,0.0010688048910658388
6.4646464646464645,0.2419840279683832
6.565656565656566,0.3630293384689627
6.666666666666667,0.29316141949832997
6.767676767676767,0.40239996924237587
6.8686868686868685,0.6503107434905775
6.96969696969697,0.6825829025470149
7.070707070707071,0.7057270056202529
7.171717171717171,0.8294114577637546
7.2727272727272725,0.8629345196947373
7.373737373737374,0.8298016900750251
7.474747474747475,0.9386800295808327
7.575757575757575,0.9770931394248081
7.6767676767676765,0.8957576539439145
7.777777777777778,1.0382713323793424
7.878787878787879,0.9480294846341448
7.979797979797979,1.0777782249048933
8.080808080808081,1.0543856805520597
8.181818181818182,0.8673728144990516
8.282828282828282,0.8488245852945099
8.383838383838384,0.8209576582482854
8.484848484848484,0.804275360596321
8.585858585858587,0.6901947141358192
8.686868686868687,0.6454463202480637
8.787878787878787,0.5171033486962057
8.88888888888889,0.5688159474970917
8.98989898989899,0.36457118228519875
9.09090909090909,0.34751740300693273
9.191919191919192,0.274673814444689
9.292929292929292,0.09581159442151427
9.393939393939394,-0.014298130503571541
9.494949494949495,-0.11412153891261942
9.595959595959595,-0.1469057905701231
9.696969696969697,-0.30092309464558925
9.797979797979798,-0.4590664682760607
9.8989898989899,-0.43858195690483137
10.0,-0.5587459620836313
